name,url,latitude,longitude,telephone,street,city,state,zip,state_name
"Macy's Bridgewater in Bridgewater, NJ",https://www.macys.com/stores/nj/bridgewater/bridgewater-commons_81.html,40.584367,-74.618418,(908) 725-1400,400 Commons Way Ste 473 ,Bridgewater,NJ,08807,New Jersey
"Macy's Cherry Hill in Cherry Hill, NJ",https://www.macys.com/stores/nj/cherryhill/cherry-hill-mall_59.html,39.941853,-75.026198,(856) 665-5000,2000 Route 38 Ste 200 ,Cherry Hill,NJ,08002,New Jersey
"Macy's Deptford in Deptford, NJ",https://www.macys.com/stores/nj/deptford/deptford-mall_66.html,39.831464,-75.098037,(856) 848-3300,1750 Deptford Center Rd Ste B ,Deptford,NJ,08096,New Jersey
"Macy's East Brunswick in East Brunswick, NJ",https://www.macys.com/stores/nj/eastbrunswick/brunswick-square_88.html,40.424719,-74.383334,(732) 238-1400,755 Route 18 Ste 100 ,East Brunswick,NJ,08816,New Jersey
"Macy's Menlo Park in Edison, NJ",https://www.macys.com/stores/nj/edison/menlo-park-mall_8.html,40.550481,-74.335497,(732) 549-4400,55 Parsonage Rd Unit 275 ,Edison,NJ,08837,New Jersey
"Macy's Freehold in Freehold, NJ",https://www.macys.com/stores/nj/freehold/freehold-raceway-mall_17.html,40.253646,-74.300177,(732) 683-1345,3710 Us Highway 9 Ste 3000 ,Freehold,NJ,07728,New Jersey
"Macy's Jersey City in Jersey City, NJ",https://www.macys.com/stores/nj/jerseycity/newport-centre_174.html,40.726316,-74.037154,(201) 255-5200,20 Mall Dr E Newport Centre Mall,Jersey City,NJ,07310,New Jersey
"Macy's Quaker Bridge in Lawrenceville, NJ",https://www.macys.com/stores/nj/lawrenceville/quaker-bridge-mall_65.html,40.288504,-74.6776,(609) 799-8000,3320 Us Highway 1 Unit 400 ,Lawrenceville,NJ,08648,New Jersey
"Macy's Livingston in Livingston, NJ",https://www.macys.com/stores/nj/livingston/livingston-mall_16.html,40.776592,-74.353456,(973) 994-2000,112 Eisenhower Pkwy Ste 24a ,Livingston,NJ,07039,New Jersey
"Macy's Furniture and Mattress Gallery in Maple Shade, NJ",https://www.macys.com/stores/nj/mapleshade/furniture-and-mattress-gallery_135.html,39.943819,-74.989363,(856) 667-6495,493 Route 38 West ,Maple Shade,NJ,08052,New Jersey
"Macy's Hamilton in Mays Landing, NJ",https://www.macys.com/stores/nj/mayslanding/hamilton-mall_80.html,39.453194,-74.640695,(609) 646-4900,4401 Black Horse Pike ,Mays Landing,NJ,08330,New Jersey
"Macy's Rt. 1 Furniture  and Mattress Gallery in North Brunswick, NJ",https://www.macys.com/stores/nj/northbrunswick/north-brunswick-plaza_188.html,40.462152,-74.46423,(732) 435-1100,929 US Highway 1 ,North Brunswick,NJ,08902,New Jersey
"Macy's Rockaway Town Square Mall in Rockaway, NJ",https://www.macys.com/stores/nj/rockaway/rockaway-townsquare_72.html,40.900736,-74.546086,(973) 328-1234,303 Mount Hope Ave Ste A ,Rockaway,NJ,07866,New Jersey
"Macy's Short Hills in Short Hills, NJ",https://www.macys.com/stores/nj/shorthills/mall-at-short-hills_15.html,40.741105,-74.364962,(973) 467-0800,1200 Morris Tpke Ste 6 ,Short Hills,NJ,07078,New Jersey
"Macy's Rt 22 Furniture and Mattress Gallery in Springfield, NJ",https://www.macys.com/stores/nj/springfield/rt-22-furniture-and-mattress-gallery_181.html,40.688021,-74.316716,(973) 315-4937,350 ROUTE 22 WEST ,Springfield,NJ,07081,New Jersey
"Macy's Ocean County in Toms River, NJ",https://www.macys.com/stores/nj/tomsriver/ocean-county-mall_71.html,39.981041,-74.178442,(732) 240-6500,1201 Hooper Ave Ste C ,Toms River,NJ,08753,New Jersey
"Macy's Backstage Backstage Essex Green SC in West Orange, NJ",https://www.macys.com/stores/backstage/nj/westorange/essex-green-shopping-center_906b.html,40.797112,-74.252382,(973) 736-9323,495 Prospect Avenue West ,West Orange,NJ,07052,New Jersey
"Macy's Woodbridge in Woodbridge, NJ",https://www.macys.com/stores/nj/woodbridge/woodbridge-center_9.html,40.555356,-74.300064,(732) 636-2450,237 Woodbridge Center Dr ,Woodbridge,NJ,07095,New Jersey
"Macy's Coronado Center in Albuquerque, NM",https://www.macys.com/stores/nm/albuquerque/coronado-center_456.html,35.107768,-106.571332,(505) 889-2100,6600 Menaul Blvd Ne Ste 4000 ,Albuquerque,NM,87110,New Mexico
"Macy's Boulevard in Amherst, NY",https://www.macys.com/stores/ny/amherst/boulevard-mall_146.html,42.988602,-78.819033,(716) 837-9400,1255 Niagara Falls Blvd ,Amherst,NY,14226,New York
"Macy's SouthShore in Bay Shore, NY",https://www.macys.com/stores/ny/bayshore/southshore_56.html,40.739762,-73.24526,(631) 665-8400,1653 Sunrise Highway ,Bay Shore,NY,11706,New York
"Macy's Walden Galleria in Buffalo, NY",https://www.macys.com/stores/ny/buffalo/walden-galleria_147.html,42.910918,-78.763073,(716) 684-6267,4 Walden Galleria ,Buffalo,NY,14225,New York
"Macy's Flushing in Flushing, NY",https://www.macys.com/stores/ny/flushing/roosevelt-avenue_185.html,40.759806,-73.82831,(718) 358-9000,13650 Roosevelt Ave ,Flushing,NY,11354,New York
"Macy's Roosevelt Field in Garden City, NY",https://www.macys.com/stores/ny/gardencity/roosevelt-field_53.html,40.738621,-73.6118,(516) 746-8200,630 Old Country Rd Unit A3 Unit A3,Garden City,NY,11530,New York
"Macy's Hampton Bays in Hampton Bays, NY",https://www.macys.com/stores/ny/hamptonbays/hampton-bays-plaza_171.html,40.876229,-72.537141,(631) 728-5500,190 W Montauk Hwy ,Hampton Bays,NY,11946,New York
"Macy's Backstage Backstage Melville in Huntington, NY",https://www.macys.com/stores/backstage/ny/huntington/melville-mall_903b.html,40.798933,-73.40988,(631) 760-3650,834 Walt Whitman Road ,Huntington,NY,11747,New York
"Macy's Walt Whitman Mall in Huntington Station, NY",https://www.macys.com/stores/ny/huntingtonstation/walt-whitman-shops_102.html,40.82351,-73.410202,(631) 427-7200,180 Walt Whitman Road ,Huntington Station,NY,11746,New York
"Macy's Manhasset in Manhasset, NY",https://www.macys.com/stores/ny/manhasset/whitney-lake_5.html,40.788926,-73.703036,(516) 869-8500,1100 Northern Blvd ,Manhasset,NY,11030,New York
"Macy's Massapequa in Massapequa, NY",https://www.macys.com/stores/ny/massapequa/sunrise-mall_32.html,40.680893,-73.434939,(516) 795-2000,400 Sunrise Mall ,Massapequa,NY,11758,New York
"Macy's Middletown in Middletown, NY",https://www.macys.com/stores/ny/middletown/galleria-at-crystal-run_197.html,41.45298,-74.371052,(845) 695-1001,1 N Galleria Dr Ste 131 ,Middletown,NY,10941,New York
"Macy's Backstage Backstage Lake Success in New Hyde Park, NY",https://www.macys.com/stores/backstage/ny/newhydepark/lake-success-shopping-center_901b.html,40.75354,-73.690768,(516) 502-1970,1526 Union Turnpike ,New Hyde Park,NY,11040,New York
"Macy's Herald Square in New York, NY",https://www.macys.com/stores/ny/newyork/herald-square_3.html,40.750792,-73.989526,(212) 695-4400,151 West 34th Street ,New York,NY,10001,New York
"Macy's Poughkeepsie Galleria in Poughkeepsie, NY",https://www.macys.com/stores/ny/poughkeepsie/poughkeepsie-galleria_202.html,41.624351,-73.920492,(845) 297-2222,2001 South Rd Ste 254 ,Poughkeepsie,NY,12601,New York
"Macy's Mall at Greece Ridge Center in Rochester, NY",https://www.macys.com/stores/ny/rochester/mall-at-greece-ridge_143.html,43.207026,-77.693175,(585) 723-8890,397 Greece Ridge Center ,Rochester,NY,14626,New York
"Macy's Destiny USA in Syracuse, NY",https://www.macys.com/stores/ny/syracuse/destiny-usa_148.html,43.068584,-76.172876,(315) 466-3333,9509 Destiny Usa Dr Fl 2 ,Syracuse,NY,13204,New York
"Macy's Green Acres in Valley Stream, NY",https://www.macys.com/stores/ny/valleystream/green-acres-mall_19.html,40.66175,-73.722214,(516) 561-6100,1000 Green Acres Mall ,Valley Stream,NY,11581,New York
"Macy's Eastview Mall in Victor, NY",https://www.macys.com/stores/ny/victor/eastview-mall_132.html,43.027522,-77.441838,(585) 223-9181,100 Eastview Mall ,Victor,NY,14564,New York
"Macy's Palisades Center in West Nyack, NY",https://www.macys.com/stores/ny/westnyack/palisades-center_206.html,41.096213,-73.953356,(845) 358-7990,1920 Palisades Center Dr ,West Nyack,NY,10994,New York
"Macy's Cross County in Yonkers, NY",https://www.macys.com/stores/ny/yonkers/cross-county-center_173.html,40.928577,-73.8556,(914) 964-6680,800 Central Park Ave Ste 1 ,Yonkers,NY,10704,New York
"Macy's Yorktown in Yorktown Heights, NY",https://www.macys.com/stores/ny/yorktownheights/jefferson-valley-mall_55.html,41.328634,-73.809012,(914) 962-9100,700 Lee Blvd Jefferson Valley Mall,Yorktown Heights,NY,10598,New York
"Macy's The Streets of South Point in Durham, NC",https://www.macys.com/stores/nc/durham/streets-at-southpoint_783.html,35.90347,-78.943008,(919) 361-7039,6910 Fayetteville Rd Ste 300 ,Durham,NC,27713,North Carolina
"Macy's Cross Creek Mall in Fayetteville, NC",https://www.macys.com/stores/nc/fayetteville/cross-creek-mall_784.html,35.067655,-78.952762,(910) 864-1550,100 Cross Creek Mall ,Fayetteville,NC,28303,North Carolina
"Macy's Friendly Center in Greensboro, NC",https://www.macys.com/stores/nc/greensboro/friendly-center_785.html,36.085508,-79.829971,(336) 855-7711,700 Friendly Center Rd ,Greensboro,NC,27408,North Carolina
"Macy's West Acres Mall in Fargo, ND",https://www.macys.com/stores/nd/fargo/west-acres-mall_242.html,46.858247,-96.8464,(701) 281-6300,3902 13th Ave S Ste 2500 ,Fargo,ND,58103,North Dakota
"Macy's Summit Mall in Akron, OH",https://www.macys.com/stores/oh/akron/summit-mall_572.html,41.134159,-81.617821,(330) 867-8888,3265 W Market St Ste 300 Ste 300,Akron,OH,44333,Ohio
"Macy's Fairfield Commons in Beavercreek, OH",https://www.macys.com/stores/oh/beavercreek/mall-at-fairfield-commons_590.html,39.766844,-84.057782,(937) 320-2312,2727 Fairfield Commons Blvd Spc 2 ,Beavercreek,OH,45431,Ohio
"Macy's Belden Village Mall in Canton, OH",https://www.macys.com/stores/oh/canton/belden-village-mall_575.html,40.856539,-81.427595,(330) 494-8200,4300 Belden Village Mall ,Canton,OH,44718,Ohio
"Macy's Eastwood Mall in Niles, OH",https://www.macys.com/stores/oh/niles/eastwood-mall_629.html,41.21454,-80.751723,(330) 652-5801,5403 Youngstown Warren Rd ,Niles,OH,44446,Ohio
"Macy's Great Northern in North Olmsted, OH",https://www.macys.com/stores/oh/northolmsted/great-northern-mall_573.html,41.416904,-81.907897,(440) 777-7000,25801 Brookpark Rd ,North Olmsted,OH,44070,Ohio
"Macy's Southpark Center in Strongsville, OH",https://www.macys.com/stores/oh/strongsville/southpark-mall_574.html,41.31298,-81.819014,(440) 846-7000,17447 Southpark Ctr ,Strongsville,OH,44136,Ohio
"Macy's Toledo in Toledo, OH",https://www.macys.com/stores/oh/toledo/franklin-park-mall_317.html,41.6957,-83.641418,(419) 479-2300,5001 Monroe St Ste D100 ,Toledo,OH,43623,Ohio
"Macy's University Heights Square in University Heights, OH",https://www.macys.com/stores/oh/universityheights/university-heights-square_578.html,41.500399,-81.535035,(216) 382-6000,2201 Warrensville Center Rd ,University Heights,OH,44118,Ohio
"Macy's Southern Park Mall in Youngstown, OH",https://www.macys.com/stores/oh/youngstown/southern-park-mall_623.html,41.021458,-80.660332,(330) 758-8661,7401 Market St Rm 275 ,Youngstown,OH,44512,Ohio
"Macy's Penn Square Mall in Oklahoma City, OK",https://www.macys.com/stores/ok/oklahomacity/penn-square-mall_679.html,35.524737,-97.543966,(405) 841-2800,1901 Nw Expressway Ste 1078 ,Oklahoma City,OK,73118,Oklahoma
"Macy's Woodland Hills in Tulsa, OK",https://www.macys.com/stores/ok/tulsa/woodland-hills-mall_680.html,36.062978,-95.879332,(918) 250-2990,8707 E 71st St ,Tulsa,OK,74133,Oklahoma
"Macy's Bend River Mall in Bend, OR",https://www.macys.com/stores/or/bend/bend-river-promenade_383.html,44.083158,-121.303419,(541) 317-6000,3188 N Highway 97 Ste 107 ,Bend,OR,97703,Oregon
"Macy's Clackamas Town Center in Clackamas, OR",https://www.macys.com/stores/or/clackamas/clackamas-town-center_381.html,45.4349269,-122.573421,(503) 653-8811,12100 Se 82nd Ave ,Clackamas,OR,97086,Oregon
"Macy's Valley River Center in Eugene, OR",https://www.macys.com/stores/or/eugene/valley-river-center_382.html,44.067011,-123.104781,(541) 342-6611,100 Valley River Ctr ,Eugene,OR,97401,Oregon
"Macy's at The Streets of Tanasbourne in Hillsboro, OR",https://www.macys.com/stores/or/hillsboro/streets-of-tanasbourne_388.html,45.536001,-122.879899,(503) 617-6999,2055 Ne Allie Ave ,Hillsboro,OR,97124,Oregon
"Macy's Rogue Valley Mall in Medford, OR",https://www.macys.com/stores/or/medford/rogue-valley-mall_385.html,42.344412,-122.87853,(541) 772-3700,1800 N Riverside Ave ,Medford,OR,97501,Oregon
"Macy's Salem Center in Salem, OR",https://www.macys.com/stores/or/salem/salem-center_387.html,44.943255,-123.034393,(503) 363-2211,400 High St Ne ,Salem,OR,97301,Oregon
"Macy's Logan Valley Mall in Altoona, PA",https://www.macys.com/stores/pa/altoona/logan-valley-mall_626.html,40.468727,-78.411837,(814) 941-7774,5580 Goods Ln Ste 2178 ,Altoona,PA,16602,Pennsylvania
"Macy's Capital City Mall in Camp Hill, PA",https://www.macys.com/stores/pa/camphill/capital-city_199.html,40.222283,-76.932472,(717) 975-3373,3550 Capital Mall Dr ,Camp Hill,PA,17011,Pennsylvania
"Macy's Millcreek Mall in Erie, PA",https://www.macys.com/stores/pa/erie/millcreek-mall-complex_624.html,42.069095,-80.098307,(814) 868-5211,850 Millcreek Mall ,Erie,PA,16565,Pennsylvania
"Macy's Exton Square in Exton, PA",https://www.macys.com/stores/pa/exton/exton-square_151.html,40.031471,-75.623502,(610) 363-2110,245 Exton Square Mall ,Exton,PA,19341,Pennsylvania
"Macy's Westmoreland Mall in Greensburg, PA",https://www.macys.com/stores/pa/greensburg/westmoreland-mall_634.html,40.301945,-79.518838,(724) 836-6000,5256 Route 30 Ste 994 ,Greensburg,PA,15601,Pennsylvania
"Macy's King of Prussia in King Of Prussia, PA",https://www.macys.com/stores/pa/kingofprussia/king-of-prussia_90.html,40.088873,-75.386103,(610) 337-9350,680 W Dekalb Pike ,King Of Prussia,PA,19406,Pennsylvania
"Macy's Oxford Valley in Langhorne, PA",https://www.macys.com/stores/pa/langhorne/oxford-valley-mall_64.html,40.18354,-74.880937,(215) 752-1340,2300 E Lincoln Hwy Ste 4 ,Langhorne,PA,19047,Pennsylvania
"Macy's Monroeville Mall in Monroeville, PA",https://www.macys.com/stores/pa/monroeville/monroeville-mall_622.html,40.427296,-79.791428,(412) 858-3700,400 Monroeville Mall ,Monroeville,PA,15146,Pennsylvania
"Macy's Montgomery in North Wales, PA",https://www.macys.com/stores/pa/northwales/montgomery-mall_73.html,40.23469,-75.244664,(215) 362-9100,400 Montgomery Mall ,North Wales,PA,19454,Pennsylvania
"Macy's Viewmont Mall in Scranton, PA",https://www.macys.com/stores/pa/scranton/viewmont-mall_636.html,41.4605243,-75.6526298,(570) 343-6860,100 Viewmont Mall Ste 900 ,Scranton,PA,18508,Pennsylvania
"Macy's Springfield PA in Springfield, PA",https://www.macys.com/stores/pa/springfield/springfield-mall_89.html,39.914822,-75.353519,(610) 328-1234,1250 Baltimore Pike Ste 1a ,Springfield,PA,19064,Pennsylvania
"Macy's Frazer Heights Galleria at PM in Tarentum, PA",https://www.macys.com/stores/pa/tarentum/galleria-at-pittsburgh-mills_589.html,40.572699,-79.801066,(724) 274-1000,100 Pittsburgh Mills Cir ,Tarentum,PA,15084,Pennsylvania
"Macy's Lehigh Valley in Whitehall, PA",https://www.macys.com/stores/pa/whitehall/lehigh-valley-mall_70.html,40.629648,-75.47888,(610) 264-8711,300 Lehigh Valley Mall ,Whitehall,PA,18052,Pennsylvania
"Macy's Wyoming Valley Mall in Wilkes Barre, PA",https://www.macys.com/stores/pa/wilkesbarre/wyoming-valley-mall_637.html,41.24754,-75.844065,(570) 823-4444,59 Wyoming Valley Mall ,Wilkes Barre,PA,18702,Pennsylvania
"Macy's Willow Grove in Willow Grove, PA",https://www.macys.com/stores/pa/willowgrove/willow-grove-park_54.html,40.140364,-75.123215,(215) 658-4700,2500 W Moreland Rd Ste 3050 ,Willow Grove,PA,19090,Pennsylvania
"Macy's Providence in Providence, RI",https://www.macys.com/stores/ri/providence/providence-place_207.html,41.828897,-71.415913,(401) 351-9900,7 Providence Pl ,Providence,RI,02903,Rhode Island
"Macy's Warwick in Warwick, RI",https://www.macys.com/stores/ri/warwick/warwick-mall_39.html,41.72599,-71.476589,(401) 737-3800,400 Bald Hill Rd Ste 400 ,Warwick,RI,02886,Rhode Island
"Macy's Columbia Mall in Columbia, SC",https://www.macys.com/stores/sc/columbia/columbia-place-mall_789.html,34.067753,-80.962103,(803) 699-2100,7201 Two Notch Rd Ste Dl400 ,Columbia,SC,29223,South Carolina
"Macy's Haywood Mall in Greenville, SC",https://www.macys.com/stores/sc/greenville/haywood-mall_781.html,34.849937,-82.333109,(864) 297-2020,700 Haywood Rd Ste 308 ,Greenville,SC,29607,South Carolina
"Macy's Empire in Sioux Falls, SD",https://www.macys.com/stores/sd/siouxfalls/empire-mall_241.html,43.50949,-96.77587,(605) 361-4500,3300 W Empire Mall ,Sioux Falls,SD,57106,South Dakota
"Macy's Cool Springs in Franklin, TN",https://www.macys.com/stores/tn/franklin/coolsprings-galleria_798.html,35.959118,-86.812692,(615) 771-2100,1790 Galleria Blvd ,Franklin,TN,37067,Tennessee
"Macy's Green Hills in Nashville, TN",https://www.macys.com/stores/tn/nashville/mall-at-green-hills_797.html,36.106839,-86.814239,(615) 383-3300,3813 Hillsboro Pike ,Nashville,TN,37215,Tennessee
"Macy's Backstage Backstage Village At Allen in Allen, TX",https://www.macys.com/stores/backstage/tx/allen/village-at-allen_257b.html,33.12826,-96.65723,(972) 908-5130,170 E Stacy RD STE 2230 ,Allen,TX,75002,Texas
"Macy's Parks at Arlington in Arlington, TX",https://www.macys.com/stores/tx/arlington/parks-mall-at-arlington_676.html,32.682087,-97.129046,(817) 472-4500,3841 S Cooper St ,Arlington,TX,76015,Texas
"Macy's Lakeline Mall in Cedar Park, TX",https://www.macys.com/stores/tx/cedarpark/lakeline-mall_706.html,30.471928,-97.801863,(512) 918-7300,11250 Lakeline Mall Dr ,Cedar Park,TX,78613,Texas
"Macy's La Palmera Mall in Corpus Christi, TX",https://www.macys.com/stores/tx/corpuschristi/la-palmera_708.html,27.712785,-97.37371,(361) 994-2238,5488 S Padre Island Dr Ste 5000 ,Corpus Christi,TX,78411,Texas
"Macy's Cielo Vista Mall in El Paso, TX",https://www.macys.com/stores/tx/elpaso/cielo-vista-mall_455.html,31.774844,-106.379305,(915) 225-6200,8401 Gateway Blvd W Ste C ,El Paso,TX,79925,Texas
"Macy's Village at Fairview in Fairview, TX",https://www.macys.com/stores/tx/fairview/fairview-town-center_675.html,33.13117,-96.650981,(972) 649-5800,201 Stacy Rd ,Fairview,TX,75069,Texas
"Macy's By Macy's Highlands at Flower Mound in Flower Mound, TX",https://www.macys.com/stores/tx/flowermound/highlands-of-flower-mound_729.html,33.06873,-97.08377,(469) 794-3130,6101 Long Prairie Road Suite 500,Flower Mound,TX,75028,Texas
"Macy's BayBrook in Friendswood, TX",https://www.macys.com/stores/tx/friendswood/baybrook-mall_717.html,29.541572,-95.149652,(281) 226-5300,200 Baybrook Mall ,Friendswood,TX,77546,Texas
"Macy's Firewheel Town Center in Garland, TX",https://www.macys.com/stores/tx/garland/firewheel-town-center_672.html,32.952294,-96.609772,(972) 244-2500,701 Horseshoe Dr ,Garland,TX,75040,Texas
"Macy's Backstage Backstage Grapevine Mills in Grapevine, TX",https://www.macys.com/stores/backstage/tx/grapevine/grapevine-mills_167b.html,32.96603,-97.04328,(469) 794-3230,3000 Grapevine Mills Parkway Suite 127,Grapevine,TX,76051,Texas
"Macy's Deerbrook in Humble, TX",https://www.macys.com/stores/tx/humble/deerbrook-mall_718.html,30.011357,-95.269322,(281) 973-3500,20131 Highway 59 N Ste 4000 ,Humble,TX,77338,Texas
"Macy's North East Mall in Hurst, TX",https://www.macys.com/stores/tx/hurst/north-east-mall_677.html,32.830764,-97.199433,(817) 317-5300,1101 Melbourne Rd Ste 3000 Suite 3000,Hurst,TX,76053,Texas
"Macy's Irving Mall in Irving, TX",https://www.macys.com/stores/tx/irving/irving-mall_682.html,32.841083,-96.994414,(972) 257-4800,3801 Irving Mall ,Irving,TX,75062,Texas
"Macy's Mall del Norte in Laredo, TX",https://www.macys.com/stores/tx/laredo/mall-del-norte_703.html,27.551132,-99.501383,(956) 724-3020,5300 San Dario Ave ,Laredo,TX,78041,Texas
"Macy's La Plaza Mall in McAllen, TX",https://www.macys.com/stores/tx/mcallen/la-plaza-mall_701.html,26.185398,-98.23457,(956) 631-7700,2100 10th St ,McAllen,TX,78503,Texas
"Macy's Town East in Mesquite, TX",https://www.macys.com/stores/tx/mesquite/town-east-mall_669.html,32.807544,-96.624208,(972) 681-6700,4000 Town East Mall ,Mesquite,TX,75150,Texas
"Macy's Pearland Town Center in Pearland, TX",https://www.macys.com/stores/tx/pearland/pearland-town-center_724.html,29.552033,-95.393845,(713) 280-2500,11200 Broadway St Ste 950 Suite 950,Pearland,TX,77584,Texas
"Macy's The Shops at Willow Bend in Plano, TX",https://www.macys.com/stores/tx/plano/shops-at-willow-bend_671.html,33.029839,-96.834276,(469) 366-3676,6209 W Park Blvd ,Plano,TX,75093,Texas
"Macy's By Macy's Southlake Town Square in Southlake, TX",https://www.macys.com/stores/tx/southlake/southlake-town-square_725.html,32.942132,-97.130299,(817) 527-3700,321 State Street ,Southlake,TX,76092,Texas
"Macy's First Colony Mall in Sugar Land, TX",https://www.macys.com/stores/tx/sugarland/first-colony-mall_688.html,29.5934179,-95.6262453,(281) 243-7600,16511 Southwest Fwy ,Sugar Land,TX,77479,Texas
"Macy's The Woodlands Mall in The Woodlands, TX",https://www.macys.com/stores/tx/thewoodlands/woodlands-mall_716.html,30.164234,-95.455334,(281) 362-6100,1201 Lake Woodlands Dr Ste 200 ,The Woodlands,TX,77380,Texas
"Macy's Fashion Place in Murray, UT",https://www.macys.com/stores/ut/murray/fashion-place_427.html,40.63785,-111.88481,(385) 347-3060,6117 S State St Ste 60 Suite 60,Murray,UT,84107,Utah
"Macy's City Creek Center in Salt Lake City, UT",https://www.macys.com/stores/ut/saltlakecity/city-creek-center_449.html,40.768664,-111.890606,(801) 736-8950,21 S Main St ,Salt Lake City,UT,84111,Utah
"Macy's Greenbrier in Chesapeake, VA",https://www.macys.com/stores/va/chesapeake/greenbrier-mall_192.html,36.778376,-76.226019,(757) 424-6260,1401 Greenbriar Pkwy Ste 1190 ,Chesapeake,VA,23320,Virginia
"Macy's South Park Mall in Colonial Heights, VA",https://www.macys.com/stores/va/colonialheights/southpark-mall_214.html,37.252502,-77.393129,(804) 526-4400,170 Southpark Cir ,Colonial Heights,VA,23834,Virginia
"Macy's Dulles in Dulles, VA",https://www.macys.com/stores/va/dulles/dulles-town-center_101.html,39.030736,-77.421244,(703) 421-4814,21060 Dulles Town Cir ,Dulles,VA,20166,Virginia
"Macy's Spotsylvania Mall in Fredericksburg, VA",https://www.macys.com/stores/va/fredericksburg/spotsylvania-towne-centre_98.html,38.29047,-77.514847,(540) 786-5525,3102 Plank Rd ,Fredericksburg,VA,22407,Virginia
"Macy's Manassas Mall in Manassas, VA",https://www.macys.com/stores/va/manassas/manassas-mall_97.html,38.773901,-77.504119,(703) 368-7131,8270 Sudley Rd ,Manassas,VA,20109,Virginia
"Macy's Tysons Corner Center in McLean, VA",https://www.macys.com/stores/va/mclean/tysons-corner-center_23.html,38.918296,-77.223271,(703) 893-4900,8000 Tysons Corner Ctr ,McLean,VA,22102,Virginia
"Macy's Patrick Henry in Newport News, VA",https://www.macys.com/stores/va/newportnews/patrick-henry-mall_191.html,37.11249,-76.495879,(757) 249-1656,12300 Jefferson Ave ,Newport News,VA,23602,Virginia
"Macy's Chesterfield Town Center in North Chesterfield, VA",https://www.macys.com/stores/va/northchesterfield/chesterfield-towne-center_172.html,37.508867,-77.609319,(804) 794-5800,11500 Midlothian Tpke Ste 820 ,North Chesterfield,VA,23235,Virginia
"Macy's Short Pump in Richmond, VA",https://www.macys.com/stores/va/richmond/short-pump-town-center_166.html,37.657251,-77.622574,(804) 364-8209,11872 W Broad St ,Richmond,VA,23233,Virginia
"Macy's Valley View Mall in Roanoke, VA",https://www.macys.com/stores/va/roanoke/valley-view-mall_193.html,37.305261,-79.965513,(540) 362-0900,4841 Valley View Blvd Nw ,Roanoke,VA,24012,Virginia
"Macy's Springfield in Springfield, VA",https://www.macys.com/stores/va/springfield/springfield-town-center_84.html,38.773684,-77.172703,(703) 719-6100,6400 Springfield Mall ,Springfield,VA,22150,Virginia
"Macy's Lynnhaven Mall in Virginia Beach, VA",https://www.macys.com/stores/va/virginiabeach/lynnhaven-mall_249.html,36.816449,-76.075009,(757) 306-0666,701 Lynnhaven Pkwy Ste M ,Virginia Beach,VA,23452,Virginia
"Macy's Bellevue Square in Bellevue, WA",https://www.macys.com/stores/wa/bellevue/bellevue-square_368.html,47.61557,-122.202522,(425) 688-6000,400 Bellevue Sq ,Bellevue,WA,98004,Washington
"Macy's Wenatchee Valley Mall in East Wenatchee, WA",https://www.macys.com/stores/wa/eastwenatchee/wenatchee-valley-mall_440.html,47.412256,-120.28953,(509) 881-6000,445 Valley Mall Pkwy ,East Wenatchee,WA,98802,Washington
"Macy's Columbia Center in Kennewick, WA",https://www.macys.com/stores/wa/kennewick/columbia-center_435.html,46.22626,-119.226963,(509) 734-6000,1321 N Columbia Center Blvd Ste 400 Suite 400,Kennewick,WA,99336,Washington
"Macy's South Hill Mall in Puyallup, WA",https://www.macys.com/stores/wa/puyallup/south-hill-mall_438.html,47.158139,-122.29586,(253) 840-7000,3500 S Meridian Ste 985 ,Puyallup,WA,98373,Washington
"Macy's Redmond Furniture and Mattress Gallery in Redmond, WA",https://www.macys.com/stores/wa/redmond/redmond-furniture-and-mattress-gallery_377.html,47.632087,-122.134943,(425) 688-6850,15340 N.E. 24th Street ,Redmond,WA,98052,Washington
"Macy's Columbia Furniture and Mattress Gallery in Richland, WA",https://www.macys.com/stores/wa/richland/columbia-furniture-and-mattress-gallery_445.html,46.232272,-119.23188,(509) 737-6850,1310 Tapteal Drive ,Richland,WA,99352,Washington
"Macy's Spokane Valley Mall in Spokane Valley, WA",https://www.macys.com/stores/wa/spokanevalley/spokane-valley-mall_395.html,47.67241,-117.204843,(509) 893-6000,14740 E Indiana Ave ,Spokane Valley,WA,99216,Washington
"Macy's Valley Mall in Union Gap, WA",https://www.macys.com/stores/wa/uniongap/valley-mall_437.html,46.566557,-120.480042,(509) 577-6000,2525 Main St ,Union Gap,WA,98903,Washington
"Macy's Vancouver Mall in Vancouver, WA",https://www.macys.com/stores/wa/vancouver/vancouver-mall_384.html,45.657739,-122.586713,(360) 256-4411,8208 Ne Vancouver Mall Dr ,Vancouver,WA,98662,Washington
"Macy's Huntington Mall in Barboursville, WV",https://www.macys.com/stores/wv/barboursville/huntington-mall_563.html,38.421365,-82.265983,(304) 733-0244,300 Mall Rd ,Barboursville,WV,25504,West Virginia
"Macy's Fox River in Appleton, WI",https://www.macys.com/stores/wi/appleton/fox-river-mall_237.html,44.270062,-88.472603,(920) 730-6500,4301 W Wisconsin Ave Ste 10 ,Appleton,WI,54913,Wisconsin
